run,item,kind,axis,verdict,rubric_commit,note
opus-5-out,o5-03,added,A1,pass,a10060f,"""loads `chartula.yaml` (or `.yml`) via YamlDotNet and flattens it into `Chartula:*` configuration keys"" - a real new input surface the operator can use; the `Chartula.Cli.Tests` mention in the same entry rides along with this real feature."
opus-5-out,o5-03,added,C1,fail,a10060f,"""Adds the `Chartula.Cli.Tests` project (`InternalsVisibleTo` from the CLI) as the home for CLI-level tests."" - a second, independent change riding on the config-loading entry, on top of five sentences of narrative."
opus-5-out,o5-03,added,C2,pass,a10060f,"""Closes #24 ([#64](https://github.com/goldbarth/chartula/pull/64))"" ends the same bullet."
opus-5-out,o5-03,added,C3,pass,a10060f,"PR #64 is titled ""read chartula.yaml with sensible defaults""; the entry describes `AddChartulaYaml`, layering before env vars, `chartula.example.yaml` and the config-error message - independently written."
opus-5-out,o5-03,added,C4,pass,a10060f,"""loads `chartula.yaml` (or `.yml`) via YamlDotNet and flattens it into `Chartula:*` configuration keys"" - states what the tool now does."
opus-5-out,o5-03,added,C5,fail,a10060f,"""`AddChartulaYaml` in `Chartula.Cli` loads..."" opens on a code identifier, not a verb."
opus-5-out,o5-04,added,A1,pass,a10060f,"""`chartula preview` / `chartula generate`, each taking `--tag` and `--repo <owner/name>`"" - the CLI command surface itself, the most direct interface a user calls."
opus-5-out,o5-04,added,C1,fail,a10060f,"""The only difference between the two modes is the final write step... `Chartula.Cli` exposes `chartula preview` / `chartula generate`... The interactive console reviewer is not wired here"" - pipeline orchestration, CLI surface, and a scope carve-out on the reviewer are three separate facts across six sentences."
opus-5-out,o5-04,added,C2,pass,a10060f,"""Closes #23 ([#63](https://github.com/goldbarth/chartula/pull/63))"" ends the same bullet."
opus-5-out,o5-04,added,C3,pass,a10060f,"PR #63 is titled ""generate and preview commands wired to the pipeline""; the bold heading matches this almost word for word, but the description goes well beyond it - `ReleasePipeline`'s port-only orchestration, the generate/preview write-step difference, the `--repo` scope note - so it is not merely the title restated."
opus-5-out,o5-04,added,C4,pass,a10060f,"""The only difference between the two modes is the final write step: `generate` writes `changelog.json` ... while `preview` ... writes or publishes nothing"" - states the concrete behavioural difference."
opus-5-out,o5-04,added,C5,fail,a10060f,"""`ReleasePipeline` in `Chartula.Core` orchestrates..."" opens on a code identifier."
opus-5-out,o5-05,added,A1,pass,a10060f,"""`ChangelogDocument` gains a `renderings` object keyed by audience"" - a new field in a file the tool writes; what `changelog.json` contains for a consumer changes."
opus-5-out,o5-05,added,C1,fail,a10060f,"""`ChangelogDocument` gains a `renderings` object keyed by audience... `schemaVersion` stays 1: per the documented stability contract, adding an optional field is non-breaking"" - one change, five sentences of narrative."
opus-5-out,o5-05,added,C2,pass,a10060f,"""Closes #22 ([#62](https://github.com/goldbarth/chartula/pull/62))"" ends the same bullet."
opus-5-out,o5-05,added,C3,pass,a10060f,"PR #62 is titled ""store all audience texts in changelog.json""; the entry describes the `renderings` object, the serializer change, and the schemaVersion stability contract - written out, not lifted."
opus-5-out,o5-05,added,C4,pass,a10060f,"""`ChangelogDocument` gains a `renderings` object keyed by audience"" - states the concrete addition."
opus-5-out,o5-05,added,C5,fail,a10060f,"""`ChangelogDocument` gains a `renderings` object..."" opens on a code identifier."
opus-5-out,o5-06,added,A1,pass,a10060f,"""Generated text written back to GitHub release notes"" - a released side effect outside the repository, a GitHub release gets created or updated."
opus-5-out,o5-06,added,C1,fail,a10060f,"""The GitHub `HttpClient` setup is extracted into a shared `GitHubHttpClientFactory` used by both the PR reader and the release-notes writer."" - a refactor of already-existing code (the PR reader) bundled into the release-notes-writer entry, on top of four sentences describing the writer itself."
opus-5-out,o5-06,added,C2,pass,a10060f,"""Closes #21 ([#61](https://github.com/goldbarth/chartula/pull/61))"" ends the same bullet."
opus-5-out,o5-06,added,C3,pass,a10060f,"PR #61 is titled ""write the generated text back to GitHub release notes""; the entry describes the port/writer split, the GET-then-PATCH/POST logic, and the shared `GitHubHttpClientFactory` - independently elaborated."
opus-5-out,o5-06,added,C4,pass,a10060f,"""It calls `GET /releases/tags/{tag}`, then either `PATCH /releases/{id}` to update in place or, on 404, `POST /releases` to create"" - states exactly what now happens."
opus-5-out,o5-06,added,C5,fail,a10060f,"""Adds the `IReleaseNotesWriter` port..."" opens on ""Adds"", the third-person form, not the imperative ""Add""."
opus-5-out,o5-07,added,A1,pass,a10060f,"""`CHANGELOG.md` written with history prepended and preserved"" - a file the tool produces for the operator; its update behaviour differs."
opus-5-out,o5-07,added,C1,fail,a10060f,"""the new section is prepended at the top, existing sections are kept verbatim, and re-running the same tag replaces that section in place rather than duplicating it... A brand-new file gets a `# Changelog` title."" - one change, four sentences of narrative."
opus-5-out,o5-07,added,C2,pass,a10060f,"""Closes #20 ([#60](https://github.com/goldbarth/chartula/pull/60))"" ends the same bullet."
opus-5-out,o5-07,added,C3,pass,a10060f,"PR #60 is titled ""write CHANGELOG.md, prepend and preserve history""; the entry describes `ChangelogMarkdownComposer`, the prepend/idempotency behaviour and the port/adapter split - not a copy."
opus-5-out,o5-07,added,C4,pass,a10060f,"""the new section is prepended at the top, existing sections are kept verbatim, and re-running the same tag replaces that section in place rather than duplicating it"" - states the concrete behaviour."
opus-5-out,o5-07,added,C5,fail,a10060f,"""`ChangelogMarkdownComposer` (pure logic in Core) composes..."" opens on a code identifier."
opus-5-out,o5-08,added,A1,pass,a10060f,"""with review on the item goes to an `IReviewer` that either approves it as-is or returns an edited version"" - a toggle that changes what happens to a run's output, a real behavioural branch."
opus-5-out,o5-08,added,C1,fail,a10060f,"""`ReviewPresentation` formats an item for a maintainer as the generated text followed by the highlighted flagged passages... the interactive console reviewer ships with the CLI command surface."" - toggle behaviour, presentation formatting and a CLI-surface note across five sentences."
opus-5-out,o5-08,added,C2,pass,a10060f,"""Closes #19 ([#59](https://github.com/goldbarth/chartula/pull/59))"" ends the same bullet."
opus-5-out,o5-08,added,C3,pass,a10060f,"PR #59 is titled ""opt-in review mode for human sign-off of flagged passages""; the heading matches closely, but the description develops the off/on paths, `ReviewPresentation` and `AutoApproveReviewer` in its own words."
opus-5-out,o5-08,added,C4,pass,a10060f,"""With review off (the default) the text passes straight through ... with review on the item goes to an `IReviewer` that either approves it as-is or returns an edited version"" - states the concrete toggle behaviour."
opus-5-out,o5-08,added,C5,fail,a10060f,"""`IReviewCoordinator`/`ReviewCoordinator` gate each rendering..."" opens on a code identifier."
opus-5-out,o5-09,added,A1,pass,a10060f,"""catching meaning-level distortions the rule-based check cannot see"" - a configurable second pass that changes what gets flagged for whoever reviews a run."
opus-5-out,o5-09,added,C1,fail,a10060f,"""The faithfulness prompt moves from an inline placeholder in `ChatModel` into `IChangelogPromptBuilder.BuildFaithfulnessPrompt`, with its text in the Prompts partial and an explicit meaning-level-distortion instruction."" - a prompt-code relocation bundled with the second-pass-checker entry, on top of four sentences of narrative."
opus-5-out,o5-09,added,C2,pass,a10060f,"""Closes #18 ([#58](https://github.com/goldbarth/chartula/pull/58))"" ends the same bullet."
opus-5-out,o5-09,added,C3,pass,a10060f,"PR #58 is titled ""thorough second-pass LLM check with a toggle""; the entry elaborates the mechanism (`CheckFaithfulnessAsync`), the default-on toggle, and the prompt-builder move - written out."
opus-5-out,o5-09,added,C4,pass,a10060f,"""run a second LLM pass via `CheckFaithfulnessAsync` ... flagging unsupported claims"" - states the concrete new check."
opus-5-out,o5-09,added,C5,fail,a10060f,"""`IThoroughFaithfulnessChecker`/`ThoroughFaithfulnessChecker` run a second LLM pass..."" opens on a code identifier, not the verb ""Run""."
opus-5-out,o5-10,added,A1,pass,a10060f,"""check generated output against the fact base and return a `FaithfulnessReport`, flagging"" - new findings surfaced to whoever reviews a run's output."
opus-5-out,o5-10,added,C1,fail,a10060f,"""flagging: a number in the output not present in the facts... a quoted or backticked name absent from the facts... and a breaking-change claim when no fact is marked breaking."" - three flag types plus a cost/toggle note and an implementation note, five sentences on one feature."
opus-5-out,o5-10,added,C2,pass,a10060f,"""Closes #17 ([#57](https://github.com/goldbarth/chartula/pull/57))"" ends the same bullet."
opus-5-out,o5-10,added,C3,pass,a10060f,"PR #57 is titled ""rule-based check that catches obvious hallucinations""; the entry lists the three concrete flag types and the zero-cost/no-toggle property - independently written."
opus-5-out,o5-10,added,C4,pass,a10060f,"""flagging: a number in the output not present in the facts ... a quoted or backticked name absent from the facts ... and a breaking-change claim when no fact is marked breaking"" - states exactly what gets flagged."
opus-5-out,o5-10,added,C5,fail,a10060f,"""`IRuleBasedFaithfulnessChecker`/`RuleBasedFaithfulnessChecker` check generated output..."" opens on a code identifier."
opus-5-out,o5-11,added,A1,pass,a10060f,"""normalize model output with conservative, structure-preserving rules"" - changes the actual text the operator receives in every rendering, not the wording of this bullet itself."
opus-5-out,o5-11,added,C1,fail,a10060f,"""`IChangelogFormatter`/`ChangelogFormatter` in `Chartula.Core` normalize model output with conservative, structure-preserving rules... Tone normalization comes from a new prompt rule instructing the model to write in one consistent voice and format"" - a code-level formatter and a separate prompt-rule mechanism are two distinct changes reported as one entry."
opus-5-out,o5-11,added,C2,pass,a10060f,"""Closes #16 ([#56](https://github.com/goldbarth/chartula/pull/56))"" ends the same bullet."
opus-5-out,o5-11,added,C3,pass,a10060f,"PR #56 is titled ""consistent formatting and tone per audience""; the entry describes the formatter's specific rules and the separate tone-normalization prompt rule - not a copy."
opus-5-out,o5-11,added,C4,pass,a10060f,"""normalize model output with conservative, structure-preserving rules - normalized line endings, a single `- ` bullet marker, trimmed trailing whitespace, collapsed blank-line runs"" - concrete."
opus-5-out,o5-11,added,C5,fail,a10060f,"""`IChangelogFormatter`/`ChangelogFormatter` in `Chartula.Core` normalize model output..."" opens on a code identifier."
opus-5-out,o5-12,added,A1,pass,a10060f,"""customer omits non-user-visible changes and their links, technical keeps the pull request link and the full change set"" - a concrete difference in what ends up in each rendering; A1 doesn't ask which group this entry sits in, only whether the underlying rendering behaviour is real."
opus-5-out,o5-12,added,C1,fail,a10060f,"""customer omits non-user-visible changes and their links, technical keeps the pull request link and the full change set, and product sees the full set. Technical prompt guidance now also asks to keep links, customer is benefit-focused and PM groups by theme."" - the renderer's audience-selection logic and the prompt-guidance differences per audience across five sentences."
opus-5-out,o5-12,added,C2,pass,a10060f,"""Closes #15 ([#55](https://github.com/goldbarth/chartula/pull/55))"" ends the same bullet."
opus-5-out,o5-12,added,C3,pass,a10060f,"PR #55 is titled ""render technical, customer, and PM from one fact base""; the entry elaborates the audience-selection logic and the per-audience prompt guidance - written out."
opus-5-out,o5-12,added,C4,pass,a10060f,"""customer omits non-user-visible changes and their links, technical keeps the pull request link and the full change set, and product sees the full set"" - concrete difference per audience."
opus-5-out,o5-12,added,C5,fail,a10060f,"""`IReleaseRenderer`/`ReleaseRenderer` render all three audiences..."" opens on a code identifier."
opus-5-out,o5-13,added,A1,pass,a10060f,"""never introduce a fact, number or name not in the list"" - a system-prompt rule governing the actual content of every future generated changelog, a behavioural constraint on output, not a wording choice for this entry."
opus-5-out,o5-13,added,C1,fail,a10060f,"""never introduce a fact, number or name not in the list; treat each fact's category and (`breaking`) marker as established... on thin facts stay brief without padding, speculating or inventing; no preamble or conclusion"" - a list of separate system-prompt rules narrated across five sentences."
opus-5-out,o5-13,added,C2,pass,a10060f,"""Closes #14 ([#53](https://github.com/goldbarth/chartula/pull/53))"" ends the same bullet."
opus-5-out,o5-13,added,C3,pass,a10060f,"PR #53 is titled ""prompt architecture that rephrases facts, never invents""; the entry spells out the actual system-prompt rules (never introduce a fact, treat category/breaking as established) - independently written."
opus-5-out,o5-13,added,C4,pass,a10060f,"""never introduce a fact, number or name not in the list; treat each fact's category and `(breaking)` marker as established"" - states the concrete new constraint the model now follows."
opus-5-out,o5-13,added,C5,fail,a10060f,"""`IChangelogPromptBuilder`/`ChangelogPromptBuilder` produce a `ChangelogPrompt`..."" opens on a code identifier."
opus-5-out,o5-14,added,A1,pass,a10060f,"""Provider failures are caught and returned as a failed result carrying the release tag and the provider message, while cancellation propagates rather than being swallowed"" - changes what the operator sees on failure, clear failure instead of a crash."
opus-5-out,o5-14,added,C1,fail,a10060f,"""Provider failures are caught and returned as a failed result carrying the release tag and the provider message, while cancellation propagates rather than being swallowed."" - error handling and cancellation reported alongside the one-call-per-release mechanism, across four sentences."
opus-5-out,o5-14,added,C2,pass,a10060f,"""Closes #13 ([#52](https://github.com/goldbarth/chartula/pull/52))"" ends the same bullet."
opus-5-out,o5-14,added,C3,pass,a10060f,"PR #52 is titled ""generate a changelog through the provider interface""; the entry adds the one-call-per-release rule, empty-fact-base behaviour and error handling - not a copy."
opus-5-out,o5-14,added,C4,pass,a10060f,"""make exactly one `IChangelogModel.RephraseAsync` call per release; an empty fact base makes no call at all"" - concrete."
opus-5-out,o5-14,added,C5,fail,a10060f,"""`IReleaseChangelogGenerator`/`ReleaseChangelogGenerator` and `ChangelogGenerationResult` turn the fact base..."" opens on a code identifier."
opus-5-out,o5-15,added,A1,pass,a10060f,"""`schemaVersion` (currently `1`) is the contract: consumers read it and reject versions they do not understand"" - defines an external, consumer-facing file contract."
opus-5-out,o5-15,added,C1,fail,a10060f,"""`schemaVersion` (currently `1`) is the contract: consumers read it and reject versions they do not understand; fields are always present including `null` values, adding optional fields is non-breaking, and removing, renaming or re-meaning a field bumps the version."" - one sentence alone carries the whole versioning contract, on top of four more describing the serializer and ports."
opus-5-out,o5-15,added,C2,pass,a10060f,"""Closes #12 ([#51](https://github.com/goldbarth/chartula/pull/51))"" ends the same bullet."
opus-5-out,o5-15,added,C3,pass,a10060f,"PR #51 is titled ""write the fact base to changelog.json""; the entry adds the `ChangelogDocument` shape and the full schemaVersion contract - written out."
opus-5-out,o5-15,added,C4,pass,a10060f,"""`schemaVersion` (currently `1`) is the contract: consumers read it and reject versions they do not understand"" - concrete, states a real external contract."
opus-5-out,o5-15,added,C5,fail,a10060f,"""Writes the release fact base as a durable, machine-readable record..."" opens on ""Writes"", the -s form, not the imperative ""Write""."
opus-5-out,o5-16,added,A1,pass,a10060f,"""`TitleOnly` ... `TitleAndDescription` ... `TitleDescriptionAndIssues`"" - operator-configurable depth that changes how much detail ends up in generated entries."
opus-5-out,o5-16,added,C1,fail,a10060f,"""`FactBaseBuilder` honours the depth, taking the description from the middle mode up and linked issues only in the deepest mode... the parser accepts the canonical names plus the aliases `title`, `description` and `full`, and raises a clear error on an unknown value."" - five sentences of narrative on one config option."
opus-5-out,o5-16,added,C2,pass,a10060f,"""Closes #11 ([#50](https://github.com/goldbarth/chartula/pull/50))"" ends the same bullet."
opus-5-out,o5-16,added,C3,pass,a10060f,"PR #50 is titled ""make fact-base depth configurable""; the entry names the three modes, the parser aliases and the DI rationale - independently elaborated."
opus-5-out,o5-16,added,C4,pass,a10060f,"""`TitleOnly` (title only), `TitleAndDescription` (the default) and `TitleDescriptionAndIssues` (title, description and linked issues)"" - concrete new options."
opus-5-out,o5-16,added,C5,fail,a10060f,"""`FactBaseDepth` offers three modes..."" opens on a code identifier."
opus-5-out,o5-17,added,A1,pass,a10060f,"""`LinkedIssues` are parsed from GitHub closing keywords (`closes`/`fixes`/`resolves #n`)"" - directly produces content visible in the output, the `Closes #n` line seen in every rendered entry."
opus-5-out,o5-17,added,C1,fail,a10060f,"""`IsUserVisible` is derived from the category - outward-facing categories, plus every breaking change. `LinkedIssues` are parsed from GitHub closing keywords (`closes`/`fixes`/`resolves #n`) in the title and body."" - two derivation rules reported alongside the builder's missing-PR fallback, five sentences total."
opus-5-out,o5-17,added,C2,pass,a10060f,"""Closes #10 ([#49](https://github.com/goldbarth/chartula/pull/49))"" ends the same bullet."
opus-5-out,o5-17,added,C3,pass,a10060f,"PR #49 is titled ""transform curated changes into the release fact base""; the entry adds the missing-PR fallback, `IsUserVisible` derivation and `LinkedIssues` parsing - not a copy."
opus-5-out,o5-17,added,C4,pass,a10060f,"""The builder resolves changes with the missing-PR fallback, drops filtered-out changes and maps each survivor to a `ChangeFact`"" - concrete."
opus-5-out,o5-17,added,C5,fail,a10060f,"""`IFactBaseBuilder`/`FactBaseBuilder` and the `FactBase` container ... assemble the grounded fact base..."" opens on a code identifier."
opus-5-out,o5-18,added,A1,pass,a10060f,"""capturing title, PR number, link, category ... and an optional description"" - this is the schema serialized into `changelog.json`, an artifact external consumers read per o5-15's stability contract."
opus-5-out,o5-18,added,C1,fail,a10060f,"""capturing title, PR number, link, category (from deterministic categorization), user-visible flag, breaking flag, linked issues, and an optional description populated per the fact-base depth"" - one long enumerating sentence, followed by four more on determinism, nullability and serialization."
opus-5-out,o5-18,added,C2,pass,a10060f,"""Closes #9 ([#48](https://github.com/goldbarth/chartula/pull/48))"" ends the same bullet."
opus-5-out,o5-18,added,C3,pass,a10060f,"PR #48 is titled ""define the fact-base data model (index card per change)""; the entry lists the concrete captured fields and the nullable PR-only fields - written out."
opus-5-out,o5-18,added,C4,pass,a10060f,"""capturing title, PR number, link, category ... user-visible flag, breaking flag, linked issues, and an optional description"" - concrete new data shape."
opus-5-out,o5-18,added,C5,fail,a10060f,"""`ChangeFact` in `Chartula.Core` is one structured object per change..."" opens on a code identifier."
opus-5-out,o5-19,added,A1,pass,a10060f,"""the change is dropped when its effective category ... is in the excluded set"" - determines what does or doesn't reach the final changelog, a direct output difference."
opus-5-out,o5-19,added,C1,fail,a10060f,"""Decision order: a label that excludes the change wins outright; a breaking change is never dropped; otherwise the change is dropped when its effective category... is in the excluded set."" - the full precedence chain plus a default/override note and a rationale sentence, five sentences on one filter."
opus-5-out,o5-19,added,C2,pass,a10060f,"""Closes #8 ([#47](https://github.com/goldbarth/chartula/pull/47))"" ends the same bullet."
opus-5-out,o5-19,added,C3,pass,a10060f,"PR #47 is titled ""drop internal/chore changes by default""; the entry spells out the full precedence chain and the override key - independently written."
opus-5-out,o5-19,added,C4,pass,a10060f,"""the change is dropped when its effective category ... is in the excluded set. The default excluded set is `Internal`"" - concrete."
opus-5-out,o5-19,added,C5,fail,a10060f,"""`IChangeFilter`/`ChangeFilter` and `ChangeFilterRules` combine deterministic categorization..."" opens on a code identifier."
opus-5-out,o5-20,added,A1,pass,a10060f,"""exclusion wins, then only-labeled drops unlabeled changes, otherwise the change is included with the first matching label deciding a forced category"" - operator-configurable via labels, changes final content."
opus-5-out,o5-20,added,C1,fail,a10060f,"""Precedence: exclusion wins, then only-labeled drops unlabeled changes, otherwise the change is included with the first matching label deciding a forced category."" - the precedence chain, an ""everything is optional"" note and a binding note stretch this to four sentences."
opus-5-out,o5-20,added,C2,pass,a10060f,"""Closes #7 ([#46](https://github.com/goldbarth/chartula/pull/46))"" ends the same bullet."
opus-5-out,o5-20,added,C3,pass,a10060f,"PR #46 is titled ""steer curation with label rules from config""; the entry adds the precedence order and the case-insensitive matching detail - not a copy."
opus-5-out,o5-20,added,C4,pass,a10060f,"""exclusion wins, then only-labeled drops unlabeled changes, otherwise the change is included with the first matching label deciding a forced category"" - concrete."
opus-5-out,o5-20,added,C5,fail,a10060f,"""`LabelRules` (excluded labels, label-to-category overrides, only-include-labeled mode) plus `ILabelRulePolicy`/`LabelRulePolicy` produce a `LabelDecision`..."" opens on a code identifier."
opus-5-out,o5-21,added,A1,pass,a10060f,"""assigns a `ChangeCategory`: Feature (`feat`), Fix (`fix`)"" - this is what produces the section headings visible in the rendered output."
opus-5-out,o5-21,added,C1,fail,a10060f,"""assigns a `ChangeCategory`: Feature (`feat`), Fix (`fix`), Performance (`perf`)... Breaking is tracked separately as `ChangeClassification.IsBreaking` via a `!` marker, a `breaking` type or a `BREAKING CHANGE` body note"" - category assignment and a separately-tracked breaking flag are two distinct mechanisms reported as one entry."
opus-5-out,o5-21,added,C2,pass,a10060f,"""Closes #6 ([#45](https://github.com/goldbarth/chartula/pull/45))"" ends the same bullet."
opus-5-out,o5-21,added,C3,pass,a10060f,"PR #45 is titled ""assign categories deterministically before the LLM""; the entry lists the concrete category mapping and the separately tracked breaking flag - written out."
opus-5-out,o5-21,added,C4,pass,a10060f,"""assigns a `ChangeCategory`: Feature (`feat`), Fix (`fix`), Performance (`perf`) ..."" - concrete."
opus-5-out,o5-21,added,C5,fail,a10060f,"""`IChangeCategorizer` and `ConventionalCommitCategorizer` decide the kind of each change..."" opens on a code identifier."
opus-5-out,o5-22,added,A1,pass,a10060f,"""with no PRs at all, one change per commit using the commit subject"" - the tool keeps producing sensible entries on repositories without clean PR history, a real behaviour difference for such an operator."
opus-5-out,o5-22,added,C1,fail,a10060f,"""with no PRs at all, one change per commit using the commit subject... A blank or uninformative PR title (for example `WIP`, `update`, `Merge ...`) falls back to the PR body's first informative line, then to a generic `PR #n`."" - the PR-vs-commit fallback and the uninformative-title fallback chain are two separate mechanisms across five sentences."
opus-5-out,o5-22,added,C2,pass,a10060f,"""Closes #5 ([#44](https://github.com/goldbarth/chartula/pull/44))"" ends the same bullet."
opus-5-out,o5-22,added,C3,pass,a10060f,"PR #44 is titled ""degrade gracefully when clean PRs are missing""; the entry adds the PR-vs-commit fallback and the uninformative-title chain - independently elaborated."
opus-5-out,o5-22,added,C4,pass,a10060f,"""with no PRs at all, one change per commit using the commit subject"" - concrete."
opus-5-out,o5-22,added,C5,fail,a10060f,"""`IReleaseChangeResolver` and `ReleaseChangeResolver` turn a `CommitRange`..."" opens on a code identifier."
opus-5-out,o5-23,added,A1,pass,a10060f,"""queries GitHub's 'pull requests associated with a commit' endpoint ... keeps merged PRs only"" - this is how the tool gets its data at all; without it nothing downstream exists."
opus-5-out,o5-23,added,C1,fail,a10060f,"""Raw `HttpClient` plus `System.Text.Json` source generation was chosen over Octokit as dependency-light and native-AOT friendly, consistent with the git-CLI choice, and a stub `HttpMessageHandler` makes it fully mockable without network."" - one sentence alone carries a design-decision rationale, on top of five more describing the reader itself."
opus-5-out,o5-23,added,C2,pass,a10060f,"""Closes #4 ([#43](https://github.com/goldbarth/chartula/pull/43))"" ends the same bullet."
opus-5-out,o5-23,added,C3,pass,a10060f,"PR #43 is titled ""fetch merged PRs for a release from the GitHub API""; the entry adds the endpoint, dedup logic and the HttpClient-vs-Octokit rationale - not a copy."
opus-5-out,o5-23,added,C4,pass,a10060f,"""queries GitHub's 'pull requests associated with a commit' endpoint for the commits in a `CommitRange`, keeps merged PRs only and de-duplicates by number"" - concrete."
opus-5-out,o5-23,added,C5,fail,a10060f,"""Adds the `IReleasePullRequestReader` port..."" opens on ""Adds"", not the imperative ""Add""."
opus-5-out,o5-24,added,A1,pass,a10060f,"""shells out to `git` for the range since the previous tag"" - the mechanism by which the tool determines what changed, foundational released behaviour."
opus-5-out,o5-24,added,C1,fail,a10060f,"""`Chartula.Infrastructure` is the new home for concrete I/O adapters - keeping `Core` pure domain and `Cli` a thin composition root - and will later host the GitHub API, file writers and webhooks."" - introducing the whole `Chartula.Infrastructure` layer is a separate change from reading the commit range from git, and it alone runs a full sentence."
opus-5-out,o5-24,added,C2,pass,a10060f,"""Closes #3 ([#42](https://github.com/goldbarth/chartula/pull/42))"" ends the same bullet."
opus-5-out,o5-24,added,C3,pass,a10060f,"PR #42 is titled ""read the commit range for a release from git""; the entry adds the git-vs-LibGit2Sharp rationale and the new Infrastructure layer's purpose - written out."
opus-5-out,o5-24,added,C4,pass,a10060f,"""shells out to `git` for the range since the previous tag (`<prev>..<tag>`), or all history up to the tag when there is no previous tag"" - concrete."
opus-5-out,o5-24,added,C5,fail,a10060f,"""Adds the `IReleaseCommitReader` port..."" opens on ""Adds"", not the imperative ""Add""."
opus-5-out,o5-25,added,A1,pass,a10060f,"""model and provider selectable via config and the API key read by env-var name"" - a real, operator-facing configuration surface, which LLM is used."
opus-5-out,o5-25,added,C1,fail,a10060f,"""Adds the `Chartula.Core.Tests` project, which exercises the seam with a stub `IChatClient` and no live provider call."" - a second, independent change rides on the provider-abstraction entry, on top of four sentences describing the seam."
opus-5-out,o5-25,added,C2,pass,a10060f,"""Closes #2 ([#41](https://github.com/goldbarth/chartula/pull/41))"" ends the same bullet."
opus-5-out,o5-25,added,C3,pass,a10060f,"PR #41 is titled ""abstract the LLM provider behind IChangelogModel""; the entry adds the concrete types, the Anthropic wiring, and the test-project addition - not a copy."
opus-5-out,o5-25,added,C4,pass,a10060f,"""wires Anthropic as the first provider via `AsIChatClient`, with model and provider selectable via config and the API key read by env-var name"" - concrete."
opus-5-out,o5-25,added,C5,fail,a10060f,"""Adds the new `Chartula.Core` project..."" opens on ""Adds"", not the imperative ""Add""."
opus-5-out,o5-26,fixed,A1,fail,a10060f,"""Both were found by running `chartula preview --tag v0.1.0` against this repository and neither is reachable from the existing tests"" - describes how the two bugs below were discovered, not a change to released behaviour, an interface, or what a consumer installs; the fixes themselves are already carried by o5-27 and o5-28."
opus-5-out,o5-26,fixed,C1,?,a10060f,"""Both were found by running `chartula preview --tag v0.1.0` against this repository and neither is reachable from the existing tests"" - reads as the lead-in for the two fixes below it, not a change report of its own; whether it counts as an entry at all is a B2 question, so C1's rule 1/2 test has no change here to apply to."
opus-5-out,o5-26,fixed,C2,?,a10060f,"carries no reference of its own; whether it needs one turns on whether it is an entry at all, the same B2 question flagged on C1."
opus-5-out,o5-26,fixed,C3,pass,a10060f,"PR #70 is titled ""two release blockers found by dogfooding v0.1.0""; the bold heading matches it almost verbatim, but the sentence that follows (""Both were found by running `chartula preview --tag v0.1.0` ... the first needs a live API call, the second real pull request bodies."") adds detail the title doesn't carry, so the description is not a bare copy."
opus-5-out,o5-26,fixed,C4,fail,a10060f,"""Both were found by running `chartula preview --tag v0.1.0` against this repository and neither is reachable from the existing tests"" - says how the two bugs below were found, not what changed about the product; a reader still cannot say what is different."
